category,appellation,name,variety,price,bottle_size,points,winery,description,alcohol
White,US,Anam Cara 2014 Nicholas Estate Chardonnay (Chehalem Mountains),Chardonnay,22.0,750 ml,87,Anam Cara,"Fermented in a mix of stainless and neutral oak, this modestly-ripened wine offers clean apple fruit with a touch of white peaches. A bit more bottle age might help pull it together further.",13.2%
Red,US,TruthTeller 2014 Wisdom Red (Yakima Valley),Bordeaux-style Red Blend,35.0,750 ml,87,TruthTeller,"Cabernet Sauvignon (57%) takes the lead on this wine, with the balance Merlot (19%), Cabernet Franc (19%) and Petit Verdot. Aromas of plum, vanilla and herb, along with a touch of cocoa powder lead to lightly styled fruit and barrel flavors.",14.8%
Red,US,Temporal 2014 Tempranillo (Washington),Tempranillo,20.0,750 ml,87,Temporal,Aromas of candied red apple and spice are followed by a lightly astringent palate backed by gritty tannins.,14.8%
Red,US,Solna 2015 Grande Cuve Pinot Noir (Willamette Valley),Pinot Noir,30.0,750 ml,87,Solna,"This is ready to drink, quite pleasant, though it leans a bit generic in flavor. Light berry fruit comes with hints of cola and a green streak. The finish turns tannic and lets those stemmy flavors abide.",13.9%
Red,US,Plaisance Ranch 2014 Papa Joe's Private Stash Mondeuse (Applegate Valley),Mondeuse,30.0,750 ml,87,Plaisance Ranch,"Mondeuse is a specialty at Plaisance Ranch, but this new vintage seems a bit dilute. The anticipated flavors of huckleberry and elderberry come through, with less concentration than previously. There are hints of cedar bark, and some spice to the finish.",13.1%
Red,US,Mercer 2014 Reserve Cabernet Sauvignon (Horse Heaven Hills),Cabernet Sauvignon,40.0,750 ml,87,Mercer,"This wine brings aromas of caramel, blue fruit, barrel spice and herb that are followed by elegantly styled fruit flavors and gritty tannins, with a light bitter note that distracts.",14.1%
Red,US,Mercer 2014 Reserve Cabernet Sauvignon (Horse Heaven Hills),Cabernet Sauvignon,40.0,750 ml,87,Mercer,"This wine brings aromas of caramel, blue fruit, barrel spice and herb that are followed by elegantly styled fruit flavors and gritty tannins, with a light bitter note that distracts.",14.1%
White,US,Gersing 2015 Pinot Gris (Willamette Valley),Pinot Gris,20.0,750 ml,87,Gersing,"This is an easy-drinking Pinot Gris, with light melon and pear fruit. It's well-balanced and lively, with modest concentration.",13.8%
Red,US,Columbia Crest 2014 Grand Estates Merlot (Columbia Valley (WA)),Merlot,12.0,750 ml,87,Columbia Crest,Barrel spice notes are at the fore followed by milk chocolate and plum. The palate is easy drinking with milk chocolate and vanilla flavor backed by lightly grainy tannins.,13.5%
Red,US,14 Hands 2014 The Reserve G-M-V Red (Horse Heaven Hills),Red Blend,30.0,750 ml,87,14 Hands,"Principally Grenache (55%) and Mourvdre (43%) topped off with a pinch of Viognier, this wine brings barrel-forward aromas of vanilla, toast and char along with red fruit. The cherry and plum flavors are lush, full and creamy but they struggle to get beyond the oak treatment.",15.5%
White,US,Armstrong Family 2015 Lawrence Vineyards Viognier (Columbia Valley (WA)),Viognier,22.0,750 ml,87,Armstrong Family,"Lees, peach and cream aromas are followed by dry stone-fruit flavors. It runs a little hot.",14.8%
Red,US,Nicholson Ranch 2014 Estate Pinot Noir (Sonoma Valley),Pinot Noir,45.0,750 ml,87,Nicholson Ranch,"Reduced, and cradled in big oak, this wine is spiky and savory, intense and tart, with a densely overripe notion of syrupy cherry and berry.",14.7%
Red,US,Laird 2014 Phantom Ranch Pinot Noir (Carneros),Pinot Noir,55.0,750 ml,87,Laird,"Simple and earthy, this ranch-designate shows a wealth of brick color and flavors of cherry cola, raspberry and bay, its full-bodied ripeness offset moderately by acidity.",14.8%
Red,US,Kunde 2013 Reserve Cabernet Sauvignon (Sonoma Valley),Cabernet Sauvignon,60.0,750 ml,87,Kunde,"Tobacco leaf and dried herb dot the landscape of this velvety wine, made from the producer's estate-grown grapes. Blackberry and dusty mocha are girded by bittersweet tannin and toasted oak.",14.7%
Red,US,Berryessa Gap 2014 The Coble Ranch Red (Yolo County),Red Blend,32.0,750 ml,87,Berryessa Gap,"Very fresh and very fruity, this wine gushes blueberry aromas and dark cherry flavors in a fun way that makes it easy to sip or even gulp. It's light on tannins and acidity, so it feels smooth but has a slightly gripping texture.",14%
Sparkling,US,Korbel NV Sweet Cuve Sparkling (California),Sparkling Blend,14.0,750 ml,88,Korbel,"This frankly sweet sparkler smells like toasted almonds and pistachios, and tastes rich, round, floral and nutty. It has a good, fine bead, nice balance from the wine's acidity, and feels smooth and broad in texture.",11%
Red,US,Dark Horse NV Big Red Blend No 33-1 Red (California),Red Blend,10.0,750 ml,88,Dark Horse,"A good sense of concentration and depth make this medium-bodied wine taste big and satisfying without overdoing it. It has a very dark color, fruity and lightly spicy aromas, rich plum and black cherry flavors and rather mild tannins.",13.5%
Red,US,Apothic 2014 Winemaker's Blend Red (California),Red Blend,14.0,750 ml,88,Apothic,"Beefy, smoky aromas and a soft, sweet blend of blackberry jam and peppery spices make this medium-bodied wine very flavorful. It feels broad and velvety in texture and has enough fruit concentration for a lingering finish.",13.5%
Red,US,Oakville Winery 2014 Estate Grown Zinfandel (Oakville),Zinfandel,25.0,750 ml,88,Oakville Winery,"Nutty in generous oak, this wine is smoky in bacon fat, tart and intense. Full-bodied and ripe, the fruit leans dark and brambly, with under layers of cigar, leather and cinnamon.",15%
Red,US,Acacia 2014 Reserve Pinot Noir (Carneros),Pinot Noir,55.0,750 ml,88,Acacia,"This is a thickly concentrated and powerfully full-bodied wine, spicy in clove and cinnamon as well as a lingering note of cola. The fruit leans into blackberry and black cherry, with a pronounced weedy, herbal undertone.",14.5%
Red,US,TruthTeller 2014 The Cynic Syrah (Columbia Valley (WA)),Syrah,40.0,750 ml,88,TruthTeller,"This wine is equal parts Dineen (Yakima) and Patina (Walla Walla) vineyard fruit. Aromas of blue plum, savory herb and peppery spices lead to light elegant flavors that provide enjoyment.",14.9%
Red,US,Thomas George 2014 Cresta Ridge Vineyard Estate Pinot Noir (Russian River Valley),Pinot Noir,60.0,750 ml,88,Thomas George,"Minty bay leaf and leather define this wine in a savory, earthy way, with a strong notion of forest floor at its core. Firm tannins and subtle oak contribute a leathery aspect to the texture.",13.9%
Red,US,Seven Oxen 2014 Tannat (Paso Robles),Tannat,39.0,750 ml,88,Seven Oxen,"Deep, hearty and characteristically dark in the glass, this bottling shows blueberry, dark chocolate and a nice spearmint lift on the nose. The palate is rather tangy with underripe blackberry touches as well as subtle rosewater flavors. It's quite bright for the density of the wine.",14%
White,US,Santa Barbara Winery 2015 2.3 Lafond Vineyard Riesling (Sta. Rita Hills),Riesling,16.0,750 ml,88,Santa Barbara Winery,"Tangerine cream, key lime pith and Asian pear aromas show on the nose of this wine, which has only 23 g/L of residual sugar, along with very chalky elements. Spun sugar flavors show on the sip, along with the freshness of squeezed lime. It's a certainly sweet, but not in a treacly way.",13.2%
Red,US,Robert Ramsay 2014 McKinley Springs Vineyard Cinsault (Horse Heaven Hills),Cinsault,32.0,750 ml,88,Robert Ramsay,"This is a rare 100% varietal, single vineyard example of this grape. Light in color, it brings aromas of gun smoke, herb and cherry, showing some reduction. The flavors are light and elegant, displaying a lot of delicacy.",15.4%
Red,US,A Blooming Hill Vineyard 2015 Gemini Pinot Noir (Willamette Valley),Pinot Noir,30.0,750 ml,87,A Blooming Hill Vineyard,"One of a pair of wines from the estate vineyard, this is medium bodied and modest in all proportions. Light citrus and cherry flavors combine in a pleasant, everyday style of Pinot Noir.",12.5%
Red,US,TruthTeller 2014 Pun Red (Columbia Valley (WA)),Bordeaux-style Red Blend,30.0,750 ml,87,TruthTeller,"This wine is 42% Cabernet Sauvignon, 32% Malbec, 21% Merlot and 5% Petit Verdot. Aromas of blue fruit, plum and green herb lead to dry, slightly astringent fruit flavors, with lemon twist notes on the finish.",14.9%
Sparkling,US,14 Hands NV Brut Methode Champenoise Ros (Columbia Valley (WA)),Ros,15.0,750 ml,87,14 Hands,"Lemon peel, brioche and raspberry aromas take the lead on this pale pink wine. It drinks quite sweet for a brut but still delivers enjoyment with its raspberry flavors.",12%
Red,US,Cupcake 2015 Pinot Noir (Central Coast),Pinot Noir,12.0,750 ml,87,Cupcake,"Dark cranberry and red cherry notes meet with a clay minerality and a touch of purple flowers on the nose of this widely available bottling. Strong acidity on the sip present flavors of rose petals, cranberry and potpourri. Give it some time and it opens quite nicely.",13.5%
White,US,Pacific Rim 2015 Dry Riesling (Columbia Valley (WA)),Riesling,11.0,750 ml,87,Pacific Rim,"The aromas bring notes of jasmine, lime zest and honeysuckle. It drinks dry, with lightly concentrated fruit flavors that lead to a floral finish. It provides enjoyment but the concentration doesn't seem all there.",12.5%
White,US,Columbia Crest 2015 Reserve Chenin Blanc (Horse Heaven Hills),Chenin Blanc,26.0,750 ml,87,Columbia Crest,"Light aromas of white peach and flowers are followed by elegantly styled, off-dry stone-fruit flavors. It provides intrigue but doesn't entirely deliver.",12%
Rose,US,Broken Earth 2015 Rose of Grenache (Paso Robles),Grenache,18.0,750 ml,87,Broken Earth,"Somewhat reserved on the nose, this shows raspberry, squeezed tangerine and orange blossom aromas with some swirling. The sip is quite high-toned at first, with wet slate flavors, then come slightly sweeter touches of wild berry and red cherry.",14.5%
Red,US,Basel Cellars 2013 Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,36.0,750 ml,87,Basel Cellars,"Aromas of red fruit, cherry meat, herb and pencil lead are followed by full fruit flavors. It pulls up on the finish.",14.93%
Red,US,Auclair 2014 96 Cedars Red (Columbia Valley (WA)),Bordeaux-style Red Blend,25.0,750 ml,87,Auclair,"Aromas of barrel spice, dried green herb, dried fruit and game lead to quite sweet black-cherry flavors, with gamy notes on the finish. It seems a bit dried out.",14.3%
White,US,Black Stallion 2015 Chardonnay (Napa Valley),Chardonnay,19.0,750 ml,87,Black Stallion,"This rounded, likable wine is integrated in oak and offers aromas of clarified butter, its fruitiness more tropical and stone fruit-driven than anything else. Concentrated, it finishes with simplicity.",14.5%
Red,US,Benessere 2014 Estate Black Glass Vineyard Zinfandel (St. Helena),Zinfandel,35.0,750 ml,87,Benessere,"Cherry, berry and smoke ride atop a sultry texture in this estate wine, 100% varietal. Leathery accents provide texture and additional weight as a buildup to a seamless, easygoing finish rides out.",14.8%
Red,US,Judd's Hill 2013 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,55.0,750 ml,87,Judd's Hill,"This is a big, brawny wine that offers moderate structure, opting for richer, denser notes of leathery tannin and bittersweet tobacco leaf, its accents part cedar, part clove.",14.8%
Red,US,Merriam 2014 Three Sons Pinot Noir (Russian River Valley),Pinot Noir,75.0,750 ml,87,Merriam,"Forest pine and sap are further accentuated by this wine's grip of smoky oak, partially offset by the ripeness of full-bodied baked cherry pie at its heart.",14.7%
Red,US,Gibbs 2013 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,28.0,750 ml,87,Gibbs,"With small additions of Petit Verdot and Merlot, this is a robust, full-bodied and affordable red that's thickly tannic at first before allowing a defined sense of vanilla oak and black cherry to speak in unison.",14.5%
Red,US,Winter's Hill 2015 Block 8 Pinot Noir (Dundee Hills),Pinot Noir,49.0,750 ml,87,Winter's Hill,"Block 8 is pure Wdenswil clone. This is exceptionally aromatic, with bramble and underbrush prominent. Light strawberry fruit comes up with hints of sassafras and drying tannins. It's an interesting component but would be even better in a blend.",13.8%
White,US,TruthTeller 2015 Frolic Viognier (Yakima Valley),Viognier,20.0,750 ml,87,TruthTeller,"Perfumed aromas of flowers, peach and hard candy lead to dry stone-fruit flavors. Its variety is unmistakable.",14.2%
Red,US,Testarossa 2014 Cuve Los Gatos Rob's Red (Central Coast),Red Blend,35.0,750 ml,87,Testarossa,"Plump plum, blackberry and a bit of Christmas spice show on the fairly reserved and simple nose of this twist-top table wine. Tangy acidity enlivens the palate's dark red fruit, with a touch of oregano to add some nuance.",14.2%
Red,US,Maddalena 2012 Merlot (Paso Robles),Merlot,16.0,750 ml,87,Maddalena,"Black cherry juice, anise, thyme and pepper show on the nose of this bottling from the Riboli family. The palate is easygoing and lighter in body, with dried blueberry, more pepper and a touch of soy.",14.5%
Red,US,Columbia Crest 2014 Grand Estates Limited Release Gold Red (Columbia Valley (WA)),Red Blend,12.0,750 ml,87,Columbia Crest,"Merlot and Cabernet Franc make up the majority of this blend. Aromas of blue fruit, toast, chocolate and barrel spice are followed by smooth, polished fruit and barrel flavors that provide easy-drinking appeal.",13.5%
Red,US,Dumas Station 2014 Cowcatcher Red Red (Walla Walla Valley (WA)),Red Blend,24.0,750 ml,87,Dumas Station,"Reserved aromas of cherry, cranberry, pencil lead and barrel spice lead to sweet fruit flavors back by lightly grainy tannins.",14.2%
Red,US,Columbia Crest 2014 Crowdsourced Cabernet Sauvignon (Horse Heaven Hills),Cabernet Sauvignon,30.0,750 ml,87,Columbia Crest,"Decisions on the viticulture and winemaking for this wine were all crowdsourced by the winery. Light aromas of herb and barrel spice lead to plush, easy-drinking blue-fruit flavors that linger on the finish.",14.5%
Red,US,Arrowood 2013 Proprietary Red (Sonoma County),Bordeaux-style Red Blend,50.0,750 ml,87,Arrowood,"This is a blend of Cabernet Sauvignon, Cabernet Franc, Merlot and Malbec from both the Sonoma Valley and Alexander Valley appellations, that works in its big, broad and tannic approach to ripeness and bold flavor. Plum, cranberry and currant provide fruit as black olive plays on the back of the palate.",14.8%
Red,US,1850 2014 Meritage (Santa Clara Valley),Meritage,28.0,750 ml,87,1850,"Blackened blackberry, dried herbs, graphite, soy and black pepper show on the nose of this bottling from a winery based in the Sierra Foothills. Ripe black plum, boysenberry and earthy clay flavors ride a decent line of acidity.",14.1%
